Brand,processor_name,RAM,Storage,Price,original price,discount,ratings,number_of_ratings,number_of_reviews,page number
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,53
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,53
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,53
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,53
HP,Intel,16,512,93322,,37%,4.2,1016,45,53
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,53
Apple,Apple,16,512,151900,,37%,4.7,2786,179,53
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,53
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,53
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,53
HP,AMD,16,512,65387,,37%,4.1,26,1,53
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,53
Apple,Apple,16,512,151900,,37%,4.7,2786,179,53
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,53
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,53
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,53
Apple,Apple,16,512,127900,,37%,4.7,2786,179,53
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,53
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,53
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,53
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,53
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,53
Apple,Apple,16,512,151900,,37%,4.7,2786,179,53
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,54
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,54
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,54
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,54
HP,Intel,16,512,93322,,37%,4.2,1016,45,54
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,54
Apple,Apple,16,512,151900,,37%,4.7,2786,179,54
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,54
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,54
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,54
HP,AMD,16,512,65387,,37%,4.1,26,1,54
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,54
Apple,Apple,16,512,151900,,37%,4.7,2786,179,54
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,54
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,54
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,54
Apple,Apple,16,512,127900,,37%,4.7,2786,179,54
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,54
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,54
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,54
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,54
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,54
Apple,Apple,16,512,151900,,37%,4.7,2786,179,54
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,55
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,55
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,55
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,55
HP,Intel,16,512,93322,,37%,4.2,1016,45,55
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,55
Apple,Apple,16,512,151900,,37%,4.7,2786,179,55
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,55
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,55
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,55
HP,AMD,16,512,65387,,37%,4.1,26,1,55
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,55
Apple,Apple,16,512,151900,,37%,4.7,2786,179,55
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,55
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,55
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,55
Apple,Apple,16,512,127900,,37%,4.7,2786,179,55
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,55
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,55
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,55
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,55
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,55
Apple,Apple,16,512,151900,,37%,4.7,2786,179,55
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,56
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,56
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,56
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,56
HP,Intel,16,512,93322,,37%,4.2,1016,45,56
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,56
Apple,Apple,16,512,151900,,37%,4.7,2786,179,56
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,56
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,56
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,56
HP,AMD,16,512,65387,,37%,4.1,26,1,56
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,56
Apple,Apple,16,512,151900,,37%,4.7,2786,179,56
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,56
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,56
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,56
Apple,Apple,16,512,127900,,37%,4.7,2786,179,56
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,56
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,56
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,56
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,56
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,56
Apple,Apple,16,512,151900,,37%,4.7,2786,179,56
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,57
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,57
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,57
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,57
HP,Intel,16,512,93322,,37%,4.2,1016,45,57
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,57
Apple,Apple,16,512,151900,,37%,4.7,2786,179,57
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,57
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,57
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,57
HP,AMD,16,512,65387,,37%,4.1,26,1,57
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,57
Apple,Apple,16,512,151900,,37%,4.7,2786,179,57
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,57
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,57
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,57
Apple,Apple,16,512,127900,,37%,4.7,2786,179,57
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,57
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,57
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,57
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,57
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,57
Apple,Apple,16,512,151900,,37%,4.7,2786,179,57
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,58
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,58
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,58
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,58
HP,Intel,16,512,93322,,37%,4.2,1016,45,58
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,58
Apple,Apple,16,512,151900,,37%,4.7,2786,179,58
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,58
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,58
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,58
HP,AMD,16,512,65387,,37%,4.1,26,1,58
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,58
Apple,Apple,16,512,151900,,37%,4.7,2786,179,58
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,58
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,58
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,58
Apple,Apple,16,512,127900,,37%,4.7,2786,179,58
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,58
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,58
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,58
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,58
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,58
Apple,Apple,16,512,151900,,37%,4.7,2786,179,58
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,59
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,59
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,59
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,59
HP,Intel,16,512,93322,,37%,4.2,1016,45,59
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,59
Apple,Apple,16,512,151900,,37%,4.7,2786,179,59
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,59
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,59
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,59
HP,AMD,16,512,65387,,37%,4.1,26,1,59
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,59
Apple,Apple,16,512,151900,,37%,4.7,2786,179,59
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,59
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,59
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,59
Apple,Apple,16,512,127900,,37%,4.7,2786,179,59
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,59
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,59
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,59
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,59
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,59
Apple,Apple,16,512,151900,,37%,4.7,2786,179,59
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,60
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,60
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,60
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,60
HP,Intel,16,512,93322,,37%,4.2,1016,45,60
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,60
Apple,Apple,16,512,151900,,37%,4.7,2786,179,60
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,60
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,60
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,60
HP,AMD,16,512,65387,,37%,4.1,26,1,60
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,60
Apple,Apple,16,512,151900,,37%,4.7,2786,179,60
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,60
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,60
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,60
Apple,Apple,16,512,127900,,37%,4.7,2786,179,60
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,60
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,60
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,60
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,60
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,60
Apple,Apple,16,512,151900,,37%,4.7,2786,179,60
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,61
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,61
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,61
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,61
HP,Intel,16,512,93322,,37%,4.2,1016,45,61
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,61
Apple,Apple,16,512,151900,,37%,4.7,2786,179,61
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,61
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,61
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,61
HP,AMD,16,512,65387,,37%,4.1,26,1,61
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,61
Apple,Apple,16,512,151900,,37%,4.7,2786,179,61
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,61
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,61
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,61
Apple,Apple,16,512,127900,,37%,4.7,2786,179,61
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,61
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,61
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,61
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,61
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,61
Apple,Apple,16,512,151900,,37%,4.7,2786,179,61
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,62
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,62
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,62
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,62
HP,Intel,16,512,93322,,37%,4.2,1016,45,62
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,62
Apple,Apple,16,512,151900,,37%,4.7,2786,179,62
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,62
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,62
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,62
HP,AMD,16,512,65387,,37%,4.1,26,1,62
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,62
Apple,Apple,16,512,151900,,37%,4.7,2786,179,62
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,62
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,62
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,62
Apple,Apple,16,512,127900,,37%,4.7,2786,179,62
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,62
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,62
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,62
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,62
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,62
Apple,Apple,16,512,151900,,37%,4.7,2786,179,62
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,63
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,63
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,63
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,63
HP,Intel,16,512,93322,,37%,4.2,1016,45,63
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,63
Apple,Apple,16,512,151900,,37%,4.7,2786,179,63
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,63
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,63
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,63
HP,AMD,16,512,65387,,37%,4.1,26,1,63
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,63
Apple,Apple,16,512,151900,,37%,4.7,2786,179,63
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,63
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,63
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,63
Apple,Apple,16,512,127900,,37%,4.7,2786,179,63
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,63
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,63
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,63
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,63
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,63
Apple,Apple,16,512,151900,,37%,4.7,2786,179,63
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,64
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,64
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,64
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,64
HP,Intel,16,512,93322,,37%,4.2,1016,45,64
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,64
Apple,Apple,16,512,151900,,37%,4.7,2786,179,64
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,64
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,64
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,64
HP,AMD,16,512,65387,,37%,4.1,26,1,64
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,64
Apple,Apple,16,512,151900,,37%,4.7,2786,179,64
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,64
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,64
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,64
Apple,Apple,16,512,127900,,37%,4.7,2786,179,64
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,64
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,64
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,64
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,64
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,64
Apple,Apple,16,512,151900,,37%,4.7,2786,179,64
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,65
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,65
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,65
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,65
HP,Intel,16,512,93322,,37%,4.2,1016,45,65
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,65
Apple,Apple,16,512,151900,,37%,4.7,2786,179,65
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,65
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,65
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,65
HP,AMD,16,512,65387,,37%,4.1,26,1,65
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,65
Apple,Apple,16,512,151900,,37%,4.7,2786,179,65
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,65
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,65
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,65
Apple,Apple,16,512,127900,,37%,4.7,2786,179,65
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,65
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,65
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,65
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,65
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,65
Apple,Apple,16,512,151900,,37%,4.7,2786,179,65
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,66
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,66
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,66
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,66
HP,Intel,16,512,93322,,37%,4.2,1016,45,66
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,66
Apple,Apple,16,512,151900,,37%,4.7,2786,179,66
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,66
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,66
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,66
HP,AMD,16,512,65387,,37%,4.1,26,1,66
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,66
Apple,Apple,16,512,151900,,37%,4.7,2786,179,66
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,66
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,66
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,66
Apple,Apple,16,512,127900,,37%,4.7,2786,179,66
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,66
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,66
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,66
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,66
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,66
Apple,Apple,16,512,151900,,37%,4.7,2786,179,66
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,67
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,67
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,67
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,67
HP,Intel,16,512,93322,,37%,4.2,1016,45,67
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,67
Apple,Apple,16,512,151900,,37%,4.7,2786,179,67
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,67
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,67
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,67
HP,AMD,16,512,65387,,37%,4.1,26,1,67
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,67
Apple,Apple,16,512,151900,,37%,4.7,2786,179,67
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,67
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,67
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,67
Apple,Apple,16,512,127900,,37%,4.7,2786,179,67
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,67
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,67
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,67
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,67
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,67
Apple,Apple,16,512,151900,,37%,4.7,2786,179,67
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,68
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,68
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,68
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,68
HP,Intel,16,512,93322,,37%,4.2,1016,45,68
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,68
Apple,Apple,16,512,151900,,37%,4.7,2786,179,68
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,68
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,68
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,68
HP,AMD,16,512,65387,,37%,4.1,26,1,68
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,68
Apple,Apple,16,512,151900,,37%,4.7,2786,179,68
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,68
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,68
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,68
Apple,Apple,16,512,127900,,37%,4.7,2786,179,68
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,68
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,68
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,68
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,68
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,68
Apple,Apple,16,512,151900,,37%,4.7,2786,179,68
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,69
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,69
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,69
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,69
HP,Intel,16,512,93322,,37%,4.2,1016,45,69
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,69
Apple,Apple,16,512,151900,,37%,4.7,2786,179,69
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,69
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,69
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,69
HP,AMD,16,512,65387,,37%,4.1,26,1,69
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,69
Apple,Apple,16,512,151900,,37%,4.7,2786,179,69
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,69
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,69
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,69
Apple,Apple,16,512,127900,,37%,4.7,2786,179,69
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,69
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,69
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,69
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,69
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,69
Apple,Apple,16,512,151900,,37%,4.7,2786,179,69
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,70
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,70
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,70
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,70
HP,Intel,16,512,93322,,37%,4.2,1016,45,70
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,70
Apple,Apple,16,512,151900,,37%,4.7,2786,179,70
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,70
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,70
